rank,user,Q2,Q3,Q4
1867,shivapreetham,,2099796735,
1873,abhinandnair,2099784136,,
1940,starfleetcode,2099755048,2099807957,
1943,txsvCHN2bE,,2099799455,
1991,VishwanathanAK,,2099800966,
2035,bruhatleast2000_,,2099810700,
2071,vanyasingh22,2099765854,,
2095,sb015002,,2099803897,
2117,8xSB7JtMDD,2099725552,2099795781,
2126,dreamer8,2099807082,,
2152,trusttheprocess_05,,2099796920,
2159,ABHISHEKYADAV1205,,2099797119,
2174,Atithi_jaiman,2099745155,,
2175,gauravshinde1816,2099744909,2099806282,
2203,xySTwneuVp,2099748137,,
2232,jaiswalvarrnit,2099755985,2099807895,
2270,Manoj_Ghadge,,2099791184,
2282,Dhir927,,2099800581,
2444,vanshxgupta,2099763975,,
2449,Akshay_2116,,2099821882,
2488,prathamshah08,,2099806919,
2516,Ritvik_Harsha,,2099807560,
2523,Vioomi,,2099798981,
2562,Sai_Maruthi,2099803048,2099824797,
2576,YogiVerse,2099817358,,
2618,vw4reUtumx,,2099792923,
2656,Brrr123,2099753284,,
2719,me_at_coding,2099753600,,
2730,karthick_124,2099785005,2099829201,
2778,Arpitajitekar,2099745150,,
2825,Albus_percival1692005,,2099815795,
2826,Shivam_choubey1122,,2099831468,
2895,pranav__13,2099769313,,
2897,Ayushh0413,,2099825643,
3011,Abhay5648,2099785758,,
3024,Gurkirt_Singh,,2099828963,
3026,M_SIVAPRIAN,2099821292,2099797934,
3041,Mridula2k7,2099800618,,
3066,Bharath_hyd,2099748684,,
3110,Nitinchourasiya,,2099831192,
3151,mark82_,2099760473,,
3204,nitish__0708,2099744274,,
3205,akankshaexl,,2099834143,
3238,Shivam_Booo,,2099834698,
3252,meet6868,,2099834872,
3290,pratiknitrr,2099837702,2099843016,
3300,anky_04,2099770053,2099812768,
3302,Vetrivel008,,2099836135,
3314,pratyush_0098,,2099843622,
3321,sandeepgiri25,2099837466,,
3329,krishpatil18,2099831233,2099836909,
3350,Sundram_3691,,2099837297,
3353,muhammad_ali_7,,2099844531,
3381,Vinay_6105,2099750668,,
3382,hide_on_bush,,2099815213,
3441,CEbRTWIjQv,,2099832249,
3468,Nid_04,,2099840050,
3547,Mihir_Kumar07,,2099834961,
3599,23211A05H4,2099831696,2099836438,
3601,shantanavkapse73,,2099843697,
3603,rishu7985,,2099836565,
3606,pranucse,,2099829262,
3612,omprakash-marri,2099766349,,
3615,pranav_mavle,2099836737,,
3619,EZJdXthUbl,,2099851604,
3653,aman_401238,,2099852276,
3668,ashwini-jha901,,2099798032,
3674,tapu2835,2099837947,2099845249,
3697,adarsh152529,,2099831226,
3755,soniparv35,2099847334,2099843881,
3781,singhvinay9483,,2099855518,
3791,mddanishfaizi,,2099855681,
3833,badal0159,,2099849224,
3854,elite_coder669,,2099827801,
3872,MITU_DK,,2099850399,
3910,Ezzy_codes123,,2099821775,
4001,Sandesh_9368,,2099854761,
4008,harshitbhatt691,,2099855042,
4009,2m6JSIy40P,2099765444,,
4058,harsh_1k,2099840794,2099857197,
4059,SHUBHAM_KR0709,,2099849417,
4066,Shiyam_Srivasthan,,2099819173,
4072,up23,,2099857632,
4116,bhaskar-anand,2099827867,,
4117,yashaswini_devireddy,2099810253,,
4161,PvUuQLNusW,2099854039,2099847843,
4200,Badalpujhari,2099800168,2099826166,
4213,__KNIGHT__,,2099856661,
4223,Himanshu_Banasal,,2099857623,
4231,doneman536,,2099858093,
4250,sandeepkaruppuswamy04,,2099837307,
4272,nishadevi4628,2099777031,,
4275,duce3790,,2099854144,
4316,adhyankumar0902,2099824041,2099857648,
4345,M8FmIQrJvA,,2099846572,
4371,vlva8166,2099774531,,
4428,bhumilshah26,,2099852478,
4471,BhavanaParttipati,,,2099788869
4477,Priyansh-24,,,2099851455
4532,sureshreddy5093,,2099786315,
4552,FdG4bFPpAh,,2099797080,
4571,paramdesai7,,2099768666,
4577,joshnadokuparthi,,2099810188,
4604,Kaushal00Vaid,,2099821856,
4613,vanshika092006,,2099824220,
4647,gauravheh,,2099817272,
4688,Devyani-Dubey,,2099844990,
4692,_ananya1313,,2099846035,
4693,RIFATH_3844,,2099779906,
4697,Tauhid2313123,,2099848945,
4734,breserk_85_cod,,2099849226,
4741,nandhuu23,,2099857149,
4748,Niharika_bisht,,2099855662,
4771,nrynverse,2099712811,,
